               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 152,            0.020798,            0.007574,          0.00013361,             0.97016,             0.94368,             0.97608,             0.78015,             0.01606,           0.0051411,          0.00013492,            0.005017,            0.005017,            0.005017
                 153,            0.021267,             0.00773,          0.00012579,             0.96481,             0.95279,             0.97679,             0.78751,            0.015737,           0.0050735,          0.00011912,            0.004984,            0.004984,            0.004984
                 154,             0.02104,           0.0074113,          0.00015636,             0.96445,             0.95787,             0.97749,             0.78206,            0.016022,           0.0051057,          0.00011522,            0.004951,            0.004951,            0.004951
                 155,            0.020749,           0.0078074,          0.00012294,             0.96879,             0.95475,              0.9775,             0.78743,            0.015639,           0.0049607,          0.00010841,            0.004918,            0.004918,            0.004918
                 156,            0.021237,            0.007721,          0.00012331,             0.96856,             0.95135,              0.9776,             0.78895,            0.015428,            0.005046,          0.00011212,            0.004885,            0.004885,            0.004885
                 157,            0.021043,           0.0075504,          0.00012801,             0.97637,             0.95186,             0.97841,             0.78715,            0.015318,           0.0049871,          0.00011983,            0.004852,            0.004852,            0.004852
                 158,            0.020555,           0.0075293,          0.00012301,             0.97404,             0.95056,             0.97806,              0.7901,            0.015455,           0.0049176,          0.00010879,            0.004819,            0.004819,            0.004819
                 159,            0.020131,           0.0074921,          0.00012812,             0.96807,             0.95353,             0.97793,             0.79078,            0.015093,           0.0049413,          0.00012231,            0.004786,            0.004786,            0.004786
                 160,            0.020424,           0.0075594,          0.00014093,             0.97196,             0.94783,             0.97697,             0.79391,            0.015107,           0.0049354,          0.00010585,            0.004753,            0.004753,            0.004753
                 161,            0.020313,           0.0075733,          0.00011457,             0.97384,             0.95003,              0.9778,             0.78458,            0.015204,           0.0049677,          0.00010758,             0.00472,             0.00472,             0.00472
                 162,            0.020569,           0.0075236,          0.00012858,              0.9716,             0.94864,             0.97705,             0.78976,            0.015188,           0.0049383,          0.00012134,            0.004687,            0.004687,            0.004687
                 163,            0.020449,           0.0074432,          0.00011743,             0.96457,             0.94784,             0.97463,             0.78578,             0.01544,            0.005049,          0.00011281,            0.004654,            0.004654,            0.004654
                 164,            0.020582,           0.0076285,          0.00013611,             0.96053,              0.9538,             0.97652,             0.79322,            0.015122,           0.0049135,          0.00010768,            0.004621,            0.004621,            0.004621
                 165,            0.020018,           0.0070327,          0.00010455,             0.97568,             0.94545,             0.97644,             0.79464,            0.015128,           0.0049142,          0.00011011,            0.004588,            0.004588,            0.004588
                 166,            0.020656,           0.0077049,          0.00013478,             0.97704,              0.9529,             0.97724,             0.79565,            0.015106,           0.0049189,          0.00011836,            0.004555,            0.004555,            0.004555
                 167,            0.020162,           0.0073233,            0.000116,              0.9707,              0.9556,             0.97715,             0.79782,            0.014844,           0.0048523,          0.00011096,            0.004522,            0.004522,            0.004522
                 168,            0.020287,           0.0072024,          0.00011906,             0.97041,             0.95177,               0.978,             0.79735,            0.014827,           0.0049339,          9.9075e-05,            0.004489,            0.004489,            0.004489
                 169,            0.020674,           0.0075314,          0.00010923,             0.97514,             0.95464,             0.97867,             0.79762,            0.014731,           0.0048228,          9.9364e-05,            0.004456,            0.004456,            0.004456
                 170,            0.020243,           0.0073873,          0.00012918,             0.97603,             0.94883,             0.97635,             0.79081,            0.015196,           0.0049426,          0.00011534,            0.004423,            0.004423,            0.004423
                 171,            0.019629,           0.0069441,          0.00011262,             0.97335,             0.95166,             0.97746,             0.79529,            0.014837,           0.0048711,          0.00010164,             0.00439,             0.00439,             0.00439
                 172,            0.019611,           0.0070765,           0.0001175,             0.97251,             0.95247,             0.97713,             0.79429,            0.014933,           0.0048233,          0.00011392,            0.004357,            0.004357,            0.004357
                 173,            0.020264,           0.0072473,          0.00010592,             0.97435,             0.95031,             0.97729,             0.80022,             0.01477,           0.0048434,          0.00010582,            0.004324,            0.004324,            0.004324
                 174,              0.0203,           0.0075542,          0.00011419,             0.96915,             0.95362,             0.97811,             0.80158,             0.01451,            0.004828,          0.00011087,            0.004291,            0.004291,            0.004291
                 175,            0.019433,           0.0068752,          0.00011321,              0.9693,             0.95361,             0.97744,             0.79957,            0.014868,           0.0048652,          0.00011173,            0.004258,            0.004258,            0.004258
                 176,            0.019842,           0.0072898,          0.00011855,             0.96989,             0.95583,             0.98123,             0.79906,            0.014632,           0.0048186,           0.0001046,            0.004225,            0.004225,            0.004225
                 177,            0.019846,           0.0070705,          0.00011457,             0.97568,             0.95112,             0.97804,             0.80166,            0.014736,           0.0047854,          9.9988e-05,            0.004192,            0.004192,            0.004192
                 178,            0.020186,           0.0071706,          0.00010146,             0.97633,             0.95027,               0.978,             0.80242,             0.01486,           0.0048036,          0.00011008,            0.004159,            0.004159,            0.004159
                 179,            0.019476,           0.0073359,          0.00011211,             0.96618,              0.9593,             0.97822,             0.80439,            0.014712,           0.0047986,          0.00010378,            0.004126,            0.004126,            0.004126
                 180,            0.019964,           0.0072063,          0.00010977,             0.96638,             0.95806,             0.97881,             0.80123,            0.014859,           0.0048386,          9.8311e-05,            0.004093,            0.004093,            0.004093
                 181,            0.019628,           0.0069063,          0.00010986,             0.97073,             0.95315,             0.97952,             0.80477,            0.014627,           0.0047768,          0.00010192,             0.00406,             0.00406,             0.00406
                 182,            0.019962,            0.007258,          0.00010552,             0.96919,             0.94996,             0.97749,             0.80549,            0.014514,           0.0047564,          9.5773e-05,            0.004027,            0.004027,            0.004027
                 183,            0.019543,           0.0069625,          0.00010532,             0.95973,              0.9621,               0.978,             0.80795,             0.01428,           0.0047233,          9.9479e-05,            0.003994,            0.003994,            0.003994
                 184,            0.019884,            0.007129,          0.00010795,             0.97235,             0.95677,             0.98022,             0.80357,            0.014436,           0.0047366,          0.00010601,            0.003961,            0.003961,            0.003961
                 185,            0.019573,           0.0068419,          9.3392e-05,             0.97384,             0.95421,             0.98058,             0.80489,            0.014267,           0.0047724,          9.4963e-05,            0.003928,            0.003928,            0.003928
                 186,            0.019885,           0.0070583,          9.8022e-05,             0.97458,             0.95032,             0.97908,             0.80251,            0.014618,           0.0047796,          9.4152e-05,            0.003895,            0.003895,            0.003895
                 187,            0.019548,           0.0072383,          9.4326e-05,              0.9752,             0.94965,               0.978,             0.80215,            0.014575,           0.0048405,           8.895e-05,            0.003862,            0.003862,            0.003862
                 188,            0.019376,           0.0070856,          9.6368e-05,             0.96678,             0.95831,              0.9793,             0.80617,            0.014263,           0.0047285,          9.1178e-05,            0.003829,            0.003829,            0.003829
                 189,            0.019508,           0.0070324,          9.2339e-05,             0.96475,             0.95566,             0.97913,              0.8053,            0.014415,           0.0047273,          8.7062e-05,            0.003796,            0.003796,            0.003796
                 190,            0.019204,           0.0073034,          8.8229e-05,             0.96924,             0.95348,             0.97844,             0.80853,            0.014105,           0.0047103,          8.9389e-05,            0.003763,            0.003763,            0.003763
                 191,            0.019256,           0.0070329,          0.00010942,             0.97986,             0.95367,             0.98073,             0.80744,            0.014127,            0.004688,          9.0745e-05,             0.00373,             0.00373,             0.00373
                 192,            0.019462,           0.0071863,          0.00010392,             0.97183,             0.95469,             0.97989,             0.80478,            0.014275,           0.0047869,          8.9379e-05,            0.003697,            0.003697,            0.003697
                 193,            0.019528,           0.0069648,          9.2965e-05,             0.97547,             0.94955,             0.97776,             0.80907,            0.014256,           0.0047675,          8.3176e-05,            0.003664,            0.003664,            0.003664
                 194,            0.019227,           0.0068717,          8.4008e-05,             0.97116,             0.95233,             0.97895,             0.80745,            0.014344,           0.0047604,          8.9797e-05,            0.003631,            0.003631,            0.003631
                 195,            0.018708,            0.006981,          9.5871e-05,             0.97309,             0.95098,              0.9781,              0.8123,            0.013899,           0.0046652,           9.614e-05,            0.003598,            0.003598,            0.003598
                 196,            0.018605,           0.0070543,          0.00011786,             0.96742,             0.95427,             0.97803,             0.81345,            0.013957,           0.0046077,          8.4994e-05,            0.003565,            0.003565,            0.003565
                 197,            0.018941,           0.0068795,           9.189e-05,             0.98364,             0.94494,             0.98034,             0.81494,            0.013824,           0.0046669,          8.3176e-05,            0.003532,            0.003532,            0.003532
                 198,            0.019041,            0.007095,          8.7897e-05,             0.97406,             0.94806,             0.97886,             0.81398,            0.013823,           0.0046804,          8.1175e-05,            0.003499,            0.003499,            0.003499
                 199,            0.018832,           0.0068924,          8.1261e-05,             0.97417,             0.95072,             0.97869,             0.81638,             0.01383,           0.0046266,          8.6413e-05,            0.003466,            0.003466,            0.003466
                 200,            0.019157,           0.0068336,          9.2328e-05,             0.97712,             0.95089,             0.97898,             0.81149,            0.013919,           0.0046548,          8.8522e-05,            0.003433,            0.003433,            0.003433
                 201,            0.019185,           0.0071736,           9.056e-05,             0.96959,              0.9562,              0.9807,             0.81565,            0.013741,           0.0046073,          8.4388e-05,              0.0034,              0.0034,              0.0034
                 202,             0.01835,           0.0069501,          8.8369e-05,             0.97122,             0.95363,             0.97917,             0.81488,            0.013729,           0.0046118,           7.748e-05,            0.003367,            0.003367,            0.003367
                 203,            0.018729,           0.0066505,          8.9939e-05,             0.97748,             0.95192,             0.98098,             0.81422,            0.013952,           0.0046756,          7.7259e-05,            0.003334,            0.003334,            0.003334
                 204,            0.018516,           0.0071935,          0.00010902,             0.97195,             0.95469,             0.98004,             0.81694,            0.013532,           0.0046222,          7.3788e-05,            0.003301,            0.003301,            0.003301
                 205,            0.018375,           0.0068513,          8.5008e-05,             0.97803,             0.94911,             0.98014,             0.81601,            0.013618,           0.0046281,          6.8053e-05,            0.003268,            0.003268,            0.003268
                 206,            0.018269,           0.0069279,          7.8248e-05,             0.97426,             0.95111,             0.97872,             0.81361,            0.013747,           0.0046347,          6.9875e-05,            0.003235,            0.003235,            0.003235
                 207,            0.018173,           0.0068003,          0.00010017,             0.97901,             0.94881,             0.97913,             0.81943,            0.013665,           0.0045782,          7.5884e-05,            0.003202,            0.003202,            0.003202
                 208,            0.018652,           0.0072659,          9.0544e-05,             0.97897,             0.94911,             0.97944,             0.81557,            0.013764,           0.0045948,          7.4107e-05,            0.003169,            0.003169,            0.003169
                 209,            0.018959,           0.0071774,          9.0985e-05,             0.97834,              0.9517,             0.98017,             0.82043,            0.013547,           0.0045082,           7.215e-05,            0.003136,            0.003136,            0.003136
                 210,            0.018239,            0.006525,          9.0793e-05,             0.97429,             0.95393,             0.97992,             0.81702,            0.013455,           0.0045303,          7.9809e-05,            0.003103,            0.003103,            0.003103
                 211,            0.017772,           0.0065169,          7.8738e-05,             0.97144,             0.95891,             0.97865,             0.82118,            0.013487,           0.0045302,          7.6053e-05,             0.00307,             0.00307,             0.00307
                 212,             0.01817,           0.0064277,          7.8043e-05,             0.98323,             0.94833,             0.98011,              0.8226,            0.013541,            0.004603,          7.3315e-05,            0.003037,            0.003037,            0.003037
                 213,            0.018488,           0.0068605,          9.4369e-05,             0.97629,               0.953,             0.98172,             0.82511,             0.01322,           0.0044981,          7.2032e-05,            0.003004,            0.003004,            0.003004
                 214,            0.017997,           0.0066689,           8.943e-05,             0.97548,             0.95154,             0.97908,                0.82,            0.013333,            0.004498,          7.3876e-05,            0.002971,            0.002971,            0.002971
                 215,            0.018311,           0.0067766,          7.9473e-05,             0.97489,             0.95217,             0.97933,             0.82017,            0.013104,           0.0044752,          7.4536e-05,            0.002938,            0.002938,            0.002938
                 216,            0.018327,           0.0067362,          7.8649e-05,             0.97763,             0.95091,             0.98047,             0.82472,            0.013101,           0.0044444,          7.5439e-05,            0.002905,            0.002905,            0.002905
                 217,            0.017686,           0.0064952,          7.7865e-05,             0.97942,             0.94905,             0.98194,             0.82296,            0.013248,            0.004464,          7.3616e-05,            0.002872,            0.002872,            0.002872
                 218,             0.01803,           0.0068158,          8.1803e-05,             0.97748,             0.94577,             0.97937,             0.82195,            0.013139,           0.0045143,           7.107e-05,            0.002839,            0.002839,            0.002839
                 219,            0.018343,           0.0071896,          7.3723e-05,             0.97655,             0.94842,             0.98034,             0.82469,            0.012983,           0.0044745,          6.9455e-05,            0.002806,            0.002806,            0.002806
                 220,            0.017807,           0.0068874,          9.1283e-05,             0.97251,             0.95195,             0.97885,             0.82567,            0.013037,           0.0044895,          7.0037e-05,            0.002773,            0.002773,            0.002773
                 221,            0.018336,           0.0068007,          8.2204e-05,             0.97291,             0.95262,             0.97934,             0.82439,            0.013007,           0.0044664,          7.1356e-05,             0.00274,             0.00274,             0.00274
                 222,            0.017683,           0.0065763,          6.9964e-05,             0.97563,             0.95263,             0.98045,             0.82863,            0.012813,           0.0044258,            7.07e-05,            0.002707,            0.002707,            0.002707
                 223,            0.017754,           0.0065999,          9.1516e-05,             0.97453,             0.95375,             0.97925,             0.82886,            0.013003,           0.0044665,          6.8902e-05,            0.002674,            0.002674,            0.002674
                 224,            0.017757,           0.0066732,          7.8381e-05,             0.97466,             0.94891,             0.97829,             0.82706,            0.013117,           0.0044551,          6.9088e-05,            0.002641,            0.002641,            0.002641
                 225,            0.017697,            0.006569,          6.4782e-05,             0.97896,             0.94782,             0.97927,             0.82984,            0.013068,           0.0044656,          6.4126e-05,            0.002608,            0.002608,            0.002608
                 226,            0.018328,           0.0069123,          6.1846e-05,             0.97193,             0.95237,             0.98092,             0.83142,            0.012983,           0.0044378,           6.214e-05,            0.002575,            0.002575,            0.002575
                 227,             0.01722,           0.0064965,          7.1407e-05,             0.97747,             0.95351,             0.98298,             0.83214,            0.012894,           0.0043722,          6.4591e-05,            0.002542,            0.002542,            0.002542
                 228,            0.017547,           0.0065356,          6.7103e-05,             0.97125,             0.95661,             0.98276,             0.82945,            0.012855,            0.004392,          6.1901e-05,            0.002509,            0.002509,            0.002509
                 229,            0.017744,           0.0067878,          7.2983e-05,             0.97365,             0.95526,             0.98208,             0.83158,            0.012849,           0.0044042,          6.5216e-05,            0.002476,            0.002476,            0.002476
                 230,            0.017271,           0.0066801,          7.5688e-05,             0.98068,             0.95232,             0.98253,             0.83123,            0.012944,           0.0043954,          6.8891e-05,            0.002443,            0.002443,            0.002443
                 231,            0.017069,           0.0066015,          7.1717e-05,             0.98012,             0.95464,             0.98265,             0.83206,            0.012867,            0.004409,          6.3724e-05,             0.00241,             0.00241,             0.00241
                 232,            0.017674,           0.0064792,           6.205e-05,             0.97594,             0.95676,             0.98261,             0.83345,            0.012786,           0.0043876,          5.8632e-05,            0.002377,            0.002377,            0.002377
                 233,            0.016969,           0.0065505,          6.5886e-05,             0.97774,             0.95516,             0.98305,             0.83521,            0.012758,           0.0043486,          5.7638e-05,            0.002344,            0.002344,            0.002344
                 234,            0.018068,           0.0067564,          8.1446e-05,             0.97304,             0.95865,             0.98283,             0.83522,            0.012761,           0.0043245,          5.7605e-05,            0.002311,            0.002311,            0.002311
                 235,            0.017324,           0.0066563,          6.0882e-05,             0.97885,             0.95311,             0.98294,             0.83189,            0.012893,           0.0043785,          6.0393e-05,            0.002278,            0.002278,            0.002278
                 236,            0.016903,           0.0063392,          5.8405e-05,             0.97626,             0.95719,             0.98268,             0.83005,            0.012959,           0.0043965,          5.6554e-05,            0.002245,            0.002245,            0.002245
                 237,            0.017266,           0.0066664,          6.5751e-05,             0.97696,             0.95856,              0.9834,             0.83652,            0.012733,           0.0043457,          5.6893e-05,            0.002212,            0.002212,            0.002212
                 238,            0.016572,           0.0063455,          6.4586e-05,              0.9775,             0.95808,             0.98287,             0.83568,            0.012703,           0.0043031,          5.7144e-05,            0.002179,            0.002179,            0.002179
                 239,            0.016946,           0.0065805,          5.7277e-05,             0.98318,             0.95158,             0.98269,             0.83619,            0.012638,           0.0042979,          5.8353e-05,            0.002146,            0.002146,            0.002146
                 240,            0.017495,           0.0064538,          5.7785e-05,             0.98265,             0.95387,             0.98306,             0.83497,            0.012589,           0.0042919,          5.5672e-05,            0.002113,            0.002113,            0.002113
                 241,            0.016853,           0.0060861,          5.5323e-05,             0.97908,             0.95755,             0.98305,              0.8368,            0.012687,           0.0043006,          5.3205e-05,             0.00208,             0.00208,             0.00208
                 242,            0.016524,           0.0062939,          5.6576e-05,             0.97687,             0.95676,             0.98232,             0.83677,            0.012568,           0.0042434,          5.1324e-05,            0.002047,            0.002047,            0.002047
                 243,            0.016771,           0.0067498,          7.3803e-05,             0.98058,             0.95448,             0.98166,             0.83806,            0.012496,           0.0042608,          5.2345e-05,            0.002014,            0.002014,            0.002014
                 244,            0.017881,            0.006634,           5.907e-05,             0.98177,             0.95285,             0.98229,             0.83943,            0.012612,           0.0042364,          5.3464e-05,            0.001981,            0.001981,            0.001981
                 245,             0.01704,           0.0064027,          0.00012496,             0.98027,              0.9531,             0.98192,             0.83995,            0.012491,           0.0041756,          5.1253e-05,            0.001948,            0.001948,            0.001948
                 246,             0.01702,           0.0061636,          5.4336e-05,             0.98359,             0.95432,             0.98253,             0.83842,            0.012538,           0.0042073,          5.3267e-05,            0.001915,            0.001915,            0.001915
                 247,             0.01651,           0.0064177,          5.5609e-05,               0.982,             0.95512,             0.98272,             0.83811,            0.012478,           0.0042438,          5.5869e-05,            0.001882,            0.001882,            0.001882
                 248,            0.016862,           0.0063714,          5.2807e-05,             0.98049,              0.9559,              0.9829,             0.83912,            0.012388,           0.0042217,          5.4156e-05,            0.001849,            0.001849,            0.001849
                 249,            0.016821,           0.0060283,          5.2152e-05,             0.97793,             0.95925,             0.98326,             0.84064,             0.01233,           0.0042273,          5.2076e-05,            0.001816,            0.001816,            0.001816
                 250,            0.016847,           0.0063856,           5.267e-05,             0.97962,             0.95573,             0.98289,             0.84047,             0.01232,           0.0042423,          5.2371e-05,            0.001783,            0.001783,            0.001783
                 251,            0.015769,            0.005986,          5.2146e-05,             0.98417,             0.95304,             0.98252,             0.83916,            0.012298,           0.0042189,          5.1461e-05,             0.00175,             0.00175,             0.00175
                 252,            0.016982,           0.0061801,          5.0435e-05,               0.978,             0.95701,             0.98019,              0.8385,            0.012467,           0.0042608,          5.1441e-05,            0.001717,            0.001717,            0.001717
                 253,            0.016452,           0.0062871,          5.1024e-05,             0.97688,             0.96141,             0.98285,             0.84011,              0.0124,           0.0042584,          5.0318e-05,            0.001684,            0.001684,            0.001684
                 254,            0.016902,           0.0065104,          4.7174e-05,             0.98148,             0.95812,             0.98292,             0.84392,            0.012207,           0.0042314,            4.81e-05,            0.001651,            0.001651,            0.001651
                 255,            0.016306,            0.006498,           5.512e-05,             0.98086,             0.95559,             0.98295,             0.84602,            0.012045,              0.0042,          4.7821e-05,            0.001618,            0.001618,            0.001618
                 256,            0.016352,           0.0063303,          7.1306e-05,             0.98051,             0.95536,             0.98282,             0.84643,            0.012071,           0.0041906,          4.6485e-05,            0.001585,            0.001585,            0.001585
                 257,            0.016647,           0.0063828,          4.9243e-05,             0.98431,             0.95704,             0.98349,             0.84518,            0.012197,           0.0041548,          4.5842e-05,            0.001552,            0.001552,            0.001552
                 258,            0.016286,           0.0060147,          5.4998e-05,             0.98613,             0.95323,             0.98264,             0.84531,            0.012061,           0.0041445,          4.5348e-05,            0.001519,            0.001519,            0.001519
                 259,            0.016203,           0.0063316,          5.1602e-05,              0.9852,             0.95325,             0.98373,             0.84651,            0.011922,            0.004122,          4.5113e-05,            0.001486,            0.001486,            0.001486
                 260,            0.016004,           0.0060491,          4.6833e-05,              0.9777,             0.95849,             0.98349,             0.84677,            0.011959,           0.0041101,          4.4012e-05,            0.001453,            0.001453,            0.001453
                 261,            0.016356,           0.0063209,          4.3319e-05,             0.98512,             0.95448,              0.9834,             0.84756,            0.012003,           0.0041239,          4.2544e-05,             0.00142,             0.00142,             0.00142
                 262,            0.016203,           0.0062075,          5.2162e-05,             0.97581,             0.95978,             0.98324,             0.84822,            0.012069,           0.0041306,          4.0524e-05,            0.001387,            0.001387,            0.001387
                 263,            0.016098,           0.0060611,          4.1603e-05,             0.97718,             0.95974,              0.9836,             0.84605,            0.012007,           0.0041173,          4.0474e-05,            0.001354,            0.001354,            0.001354
                 264,            0.016498,           0.0062612,          4.1724e-05,             0.98207,             0.95559,             0.98359,              0.8483,            0.011881,           0.0040711,          4.0469e-05,            0.001321,            0.001321,            0.001321
                 265,            0.016461,           0.0061731,          4.6232e-05,             0.98188,             0.95704,             0.98376,             0.84872,            0.011853,            0.004075,           4.042e-05,            0.001288,            0.001288,            0.001288
                 266,            0.015947,           0.0059418,          4.2107e-05,             0.98161,             0.95832,             0.98381,              0.8474,            0.011951,           0.0041319,          4.0102e-05,            0.001255,            0.001255,            0.001255
                 267,            0.016205,           0.0061812,          4.0255e-05,             0.98321,             0.95754,             0.98392,             0.84899,            0.011785,           0.0040883,          4.0235e-05,            0.001222,            0.001222,            0.001222
                 268,            0.015387,           0.0059551,          4.4876e-05,             0.98083,             0.95816,              0.9838,             0.84958,            0.011735,           0.0040751,          3.9874e-05,            0.001189,            0.001189,            0.001189
                 269,             0.01653,           0.0064528,          3.9742e-05,             0.98053,             0.95773,             0.98388,             0.84708,            0.011758,           0.0040874,          3.9624e-05,            0.001156,            0.001156,            0.001156
                 270,             0.01569,           0.0062122,          4.3828e-05,             0.98169,             0.95696,             0.98361,             0.84818,            0.011691,           0.0040909,          3.9234e-05,            0.001123,            0.001123,            0.001123
                 271,            0.016106,           0.0060268,          8.0252e-05,             0.98021,             0.95776,             0.98391,             0.85062,            0.011667,           0.0040581,          3.7993e-05,             0.00109,             0.00109,             0.00109
                 272,            0.016179,           0.0059895,          4.9046e-05,             0.98396,             0.95474,             0.98392,             0.85143,            0.011632,           0.0040304,          3.9252e-05,            0.001057,            0.001057,            0.001057
                 273,            0.016455,           0.0061323,          3.9353e-05,             0.98612,             0.95317,             0.98374,               0.854,             0.01162,           0.0040004,          3.9583e-05,            0.001024,            0.001024,            0.001024
                 274,            0.015561,           0.0058605,          6.2724e-05,             0.98574,              0.9531,             0.98346,             0.85269,            0.011666,           0.0040296,          3.8045e-05,            0.000991,            0.000991,            0.000991
                 275,            0.016001,           0.0060583,          4.2596e-05,             0.98335,             0.95436,             0.98371,             0.85118,            0.011724,           0.0040554,          3.6025e-05,            0.000958,            0.000958,            0.000958
                 276,            0.015882,           0.0061384,          3.9926e-05,             0.98189,             0.95874,             0.98367,             0.85146,            0.011673,           0.0040321,          3.5206e-05,            0.000925,            0.000925,            0.000925
                 277,            0.016006,           0.0059289,          4.0665e-05,             0.98299,             0.95648,             0.98407,             0.85354,            0.011582,           0.0040209,          3.5032e-05,            0.000892,            0.000892,            0.000892
                 278,            0.016028,           0.0059941,          3.6705e-05,             0.98395,             0.95629,             0.98346,             0.85135,            0.011554,           0.0040362,          3.4306e-05,            0.000859,            0.000859,            0.000859
                 279,             0.01562,           0.0057629,          4.2597e-05,             0.98129,             0.95773,             0.98407,             0.85376,            0.011515,           0.0040234,          3.4145e-05,            0.000826,            0.000826,            0.000826
                 280,            0.015832,            0.005951,          3.5161e-05,             0.98433,             0.95672,             0.98385,             0.85349,            0.011471,           0.0040168,          3.4132e-05,            0.000793,            0.000793,            0.000793
                 281,            0.015943,           0.0061882,          3.7413e-05,             0.98611,             0.95423,             0.98369,             0.85468,            0.011473,           0.0040006,          3.4151e-05,             0.00076,             0.00076,             0.00076
                 282,            0.015621,           0.0060559,          4.0105e-05,             0.98676,             0.95335,             0.98363,             0.85393,            0.011469,            0.003991,          3.3695e-05,            0.000727,            0.000727,            0.000727
                 283,            0.015125,           0.0060194,          5.8673e-05,             0.98319,             0.95672,             0.98379,               0.856,            0.011508,           0.0040005,          3.3317e-05,            0.000694,            0.000694,            0.000694
                 284,             0.01569,           0.0059688,          3.2125e-05,             0.98431,             0.95331,             0.98372,             0.85692,            0.011467,           0.0039931,          3.2669e-05,            0.000661,            0.000661,            0.000661
                 285,            0.015236,           0.0058041,          3.4434e-05,             0.98422,             0.95493,             0.98381,              0.8551,             0.01144,           0.0039828,          3.2251e-05,            0.000628,            0.000628,            0.000628
                 286,            0.015355,           0.0060007,          3.4185e-05,             0.98342,             0.95576,             0.98394,             0.85482,            0.011368,           0.0039819,          3.2033e-05,            0.000595,            0.000595,            0.000595
                 287,            0.015732,           0.0059282,          4.8591e-05,             0.98245,             0.95572,             0.98391,              0.8546,            0.011372,           0.0039708,          3.1715e-05,            0.000562,            0.000562,            0.000562
                 288,            0.015615,             0.00595,          3.7312e-05,              0.9808,              0.9582,             0.98396,             0.85615,             0.01132,           0.0039474,          3.1411e-05,            0.000529,            0.000529,            0.000529
                 289,            0.015539,           0.0059972,          3.6813e-05,             0.98373,              0.9541,             0.98358,             0.85732,            0.011338,           0.0039636,          3.1444e-05,            0.000496,            0.000496,            0.000496
                 290,            0.015042,           0.0056581,          3.6603e-05,             0.98193,             0.95533,             0.98353,             0.85712,            0.011281,           0.0039439,          3.1513e-05,            0.000463,            0.000463,            0.000463
                 291,            0.016376,           0.0060097,          3.2186e-05,             0.98125,             0.95531,             0.98362,               0.859,            0.011206,            0.003914,          3.1275e-05,             0.00043,             0.00043,             0.00043
                 292,            0.015191,           0.0060055,           3.341e-05,             0.98067,             0.95663,             0.98372,             0.85945,            0.011274,           0.0039093,          3.0778e-05,            0.000397,            0.000397,            0.000397
                 293,            0.015123,           0.0058596,          3.2007e-05,             0.98098,             0.95708,             0.98404,             0.85995,            0.011257,           0.0039027,          3.0176e-05,            0.000364,            0.000364,            0.000364
                 294,            0.015026,             0.00585,           3.285e-05,              0.9834,             0.95446,             0.98387,             0.85933,            0.011261,            0.003911,          2.9903e-05,            0.000331,            0.000331,            0.000331
                 295,            0.014714,           0.0058812,          4.4454e-05,             0.98252,             0.95491,             0.98391,             0.85942,            0.011214,           0.0039011,          2.9736e-05,            0.000298,            0.000298,            0.000298
                 296,            0.015158,            0.005684,          4.4745e-05,             0.98388,             0.95369,             0.98374,             0.85849,            0.011261,           0.0039046,          2.9373e-05,            0.000265,            0.000265,            0.000265
                 297,             0.01505,            0.005859,          3.9148e-05,             0.98435,             0.95391,             0.98391,             0.85925,            0.011204,           0.0038979,          2.8991e-05,            0.000232,            0.000232,            0.000232
                 298,            0.014958,           0.0059887,          3.1712e-05,             0.98798,             0.95009,             0.98372,             0.85916,            0.011214,           0.0039043,          2.8544e-05,            0.000199,            0.000199,            0.000199
                 299,            0.015468,           0.0056434,          2.9772e-05,             0.98834,             0.95081,             0.98387,             0.85934,            0.011155,           0.0038977,          2.8206e-05,            0.000166,            0.000166,            0.000166
